promptId,movieId,score,reason
0010,70,0.92,British bachelor and American bride clash repeatedly before respect and love truly earnled
0010,83,0.9,Held-at-arms lovers spar with real ideological fire before reluctantly conceding affection
0010,246,0.88,Comics artist and call-in host collide over honesty and identity before trust slowly blooms
0010,216,0.85,Chicago architect and cynical skeptic feud over love until forced proximity reshapes hearts
0010,955,0.82,"American meets French student on train, initial friction gives way to an earned, deeper bond"
0010,70,0.8,(duplicate)
0010,305,0.78,Two families’ Thanksgiving brings buried resentments that evolve into reluctant respect
0010,371,0.76,Older farmer and city photographer clashing worlds turn toward mutual empathy
0010,258,0.74,"SETI scientist and skeptic forced to cooperate, gradually overcoming principled opposition"
0011,156,0.95,"Gem heist goes disastrously wrong, forcing desperate improvisation among betraying crooks"
0011,239,0.93,"Tech-savvy team’s caper unravels, demanding real-time clever fixes and a surprising denouement"
0011,12,0.9,A small cons rogue’s robbery plan collapses into a cunningly improvised escape
0011,79,0.88,"Doctor’s aqueduct mission derailed, sparking on-the-fly ingenuity to save a crippled spacecraft"
0011,4,0.85,"Loan shark pursues debtor into Hollywood, first plan misfires, then clever pivot secures payoff"
0011,174,0.83,"Archaeologist’s tomb raid erupts into chaos, driving ad-hoc tactics to reclaim the Ark"
0011,28,0.8,Apollo 13 rescue mission fails protocol and thrives on inventive solutions smarter than the original flight plan
0011,233,0.78,Submarine siege escapes explosion-style heroics for resourceful on-the-spot countermeasures
0011,31,0.75,Nuclear crisis plan collapses into Captain’s razor-edge improvisation smarter than any order
0011,298,0.72,"Swapped identities foil a house siege, requiring rapid, inventive strategic reversals"
0012,46,0.94,"Strange nightspot harbors haunting obsessions, slow-burn dread of the mind"
0012,44,0.92,Widow under psychological suspicion as her home’s dark secrets creep quietly to light
0012,208,0.9,"Mad scientist’s castle feels eerily wrong, dread rising from dusty halls and delusion"
0012,200,0.88,Remote hotel’s isolation grows sinister as caretaker’s sanity unravels in every corridor
0012,7,0.85,"Mind-bending time mission evolves into existential terror, quiet and unrelenting"
0012,44,0.83,(duplicate) — Haunted psychological suspense without gore
0012,81,0.8,Mismatched duo face an unseen fear that never jumps but seeps through every shadow
0012,200,0.78,(duplicate) — Overlook’s corridors haunt with mounting psychological dread
0012,67,0.75,Pet detective stalked by something that walks the walls when lights are low
0012,527,0.72,Schindler’s moral apocalypse unfolds in understated terror of human cruelty
0013,98,0.95,Hannibal’s chilling choice leaves you haunted long into the credits
0013,23,0.92,"Taxi driver’s spiral into moral abyss, no redemption just inescapable fallout"
0013,7,0.9,Time-jacked hero’s unstoppable fate unravels every fix he finds
0013,64,0.88,"Prison tale of irreversible choices and unrelenting consequences, no hope in sight"
0013,79,0.85,Wronged man’s ruined life plays out in a relentless fight for survival
0013,53,0.83,"Spree killer’s path to oblivion, the burden of his choice crushes all grace"
0013,69,0.8,"Simple man’s journey ends in irrevocable loss, credits roll in stunned silence"
0013,37,0.78,"Vampire daughter’s arrival upends all hope, tragedy seeps into every scene"
0013,92,0.75,"Young couple’s doomed love triggers inescapable tragedy, no restoration offered"
0013,44,0.72,"Murder suspect’s verdict echoes in every empty courtroom, redemption out of reach"
0014,119,0.95,Snapshot of Maya Lin’s battle for her monumental Vietnam memorial design
0014,28,0.92,"Apollo 13’s harrowing week-long struggle is a crisp, single mission focus"
0014,205,0.9,"General Patton’s climactic North Africa campaign, a compact study of command crisis"
0014,127,0.88,Don Vito’s rise in a single fateful gathering defines his empire’s birth
0014,205,0.85,(duplicate) — Intense pressure of one decisive battle segment
0014,587,0.83,"Lawyer’s final hours to save a life, every moment a destiny choice"
0014,566,0.8,Pulp Fiction’s diner scene distills a night in LA that pivots every character’s fate
0014,98,0.78,"Clarice’s last session with Hannibal—one unforgettable, defining encounter"
0014,111,0.75,
0014,225,0.72,"101 Dalmatians’ single night adventure—no saving the world, just one frantic rescue"
0015,129,0.95,Lesbian ex–con and neighbor scheme a fresh take on crime in a world with few spells
0015,239,0.92,"Sneakers in a tech-filled world, low stakes caper in one city’s alleys"
0015,42,0.9,"Clerks’ geek magic world—one store, one day, no world-ending drama"
0015,944,0.88,"Renaissance Man’s college days clash with bizarre medical high jinks, local comedy stakes"
0015,584,0.85,"The Secret Garden’s quiet wonder, one hidden locale’s magic woven through blossoms"
0015,964,0.83,A Month by the Lake’s cottage retreat becomes a low-key romantic quest of small-town scandal
0015,119,0.8,Maya Lin doc—local artistic battle rather than sweeping historical saga
0015,864,0.78,My Fellow Americans’ small group political skirmish—high-concept satire at county fair level
0015,227,0.75,"Star Trek VI’s peace talks at a single Klingon moon, confined diplomacy over epic space war"
0015,250,0.72,Fifth Element’s container hunt—local Paris setup with sci-fi twist
0016,178,0.95,"One room, twelve jurors in charged debate—dialogue drives every twist"
0016,12,0.92,Police lineup room yields sharp power shifts through verbal jousting
0016,80,0.9,MIAs held in interview room as hitmen’s one-act drama unfolds in conversation
0016,250,0.88,Immortal freshly cloned is interrogated in one stark underground room
0016,268,0.85,Chasing Amy’s comic duo in confined scenes—confessions and power games in tight space
0016,222,0.83,First Contact’s shuttle debriefing—two voices spar on humanity’s fate
0016,37,0.8,Desperate Dr. reveals dark past to a single silent witness in one office
0016,886,0.78,Eddie’s basketball coach meets one player at home with life-changing offer
0016,333,0.76,"The Game’s final debrief—two men alone, revelations and shifting dominance"
0016,566,0.72,"Pulp Fiction’s diner scene—two characters, one booth, dialogue as the plot"
0017,42,0.95,Dante’s anxiety and self-sabotage fuel cringe-worthy convenience store calamities
0017,1007,0.9,"Pompous community theatre director’s pride leads to deep, delightful social embarrassment"
0017,3,0.85,"Ted’s hapless hotel misadventures deliver sharp, awkward humor"
0017,85,0.8,A thief’s hostage-negotiation turns painfully cringey as family fights erupt
0017,13,0.75,Woody Allen’s screenwriter makes terrible choices in pursuit of romantic fantasy
0017,1038,0.7,A city boy’s dating missteps in Manhattan pave a path of escalating embarrassment
0017,16,0.65,A marriage crisis comedy layered with awkward secrets and ill-timed revelations
0017,1071,0.6,An ambitious DJ’s love life spirals into socially awkward radio misadventures
0017,367,0.55,Cher’s well-meaning meddling leads to constant social misfires and comic discomfort
0017,150,0.5,Two wannabe Hollywood swingers face anxiety-charged nights of self-inflicted awkwardness
0018,77,0.9,"Inside look at law firm politics, partner rivalry, and secret deal-making"
0018,310,0.88,Shady firm preps client’s case with backroom maneuvering and ethical compromise
0018,356,0.85,"Lawyers manipulate a child’s case behind the scenes, coaching and bargaining hard"
0018,282,0.82,Tense plea bargaining and ethical tug-of-war before a courtroom showdown
0018,591,0.8,"Defense attorney digs into witness psyche, coaching testimony beyond the courtroom"
0018,43,0.78,Corporate merger turns into a war of backstage legal tactics and power plays
0018,294,0.75,A lawyer’s lies unravel in comedic backroom negotiation scenes
0018,572,0.72,Quiz-show scandal explored through pretrial deal-cutting and whispered strategies
0018,291,0.7,Thief-turned-lawyer navigates illicit intel and political leverage before trial
0018,356,0.68,"Attorney counsels a child, steering testimony and deals far from the courtroom"
0019,191,1.0,"Salieri and Mozart’s fierce, obsessive rivalry highlights genius pitted against genius with deep respect and seething envy."
0019,192,0.95,"Jake LaMotta’s brutal boxing rivalry drives him to obsession, costing him everything he holds dear."
0019,161,0.92,"Maverick and Iceman’s fighter pilot showdown blends adrenaline, ego clashes, and grudging respect."
0019,87,0.9,"Two young chess prodigies push each other to the edge, driven by obsession and mutual admiration."
0019,193,0.88,"Test pilots duel for NASA’s top spot, enduring mortal danger and fierce camaraderie in their quest to excel."
0019,160,0.86,Cutthroat real estate agents wage psychological warfare in a ruthless competition for the best leads.
0019,237,0.84,"Sports agent Jerry Maguire fights for his star, blending fierce rivalry with deep, conflicted loyalty."
0019,31,0.82,"Captain Ramsey and Lieutenant Hunter clash over nuclear orders, a tense duel of wills under immense pressure."
0019,326,0.8,"A woman fights her way through SEAL training, sparring with doubters in a battle of will, respect, and prejudice."
0019,824,0.78,"A boxing promoter’s showdown pits champion against underdog in a spectacle of competition, race, and ambition."
0020,16,1.0,A married couple’s quiet infidelities expose the fading spark in a realistic midlife crisis.
0020,1221,0.9,A couple’s love is tested when alcoholism douses their long marriage with cold reality.
0020,85,0.85,A husband and wife navigate marriage counseling turmoil on Christmas Eve without fiery fights.
0020,43,0.8,Exes forced together at work face trust issues and rediscover their connection in a realistic office romance.
0020,805,0.75,A long-married couple rekindles their bond through a lighthearted detective caper in their own neighborhood.
0020,316,0.7,An obsessive writer and his neighbor find new hope for connection amid their unusual but realistic relationship.
0020,61,0.65,A marriage shattered by intimacy issues forces a couple to confront infidelity and fight to stay together.
0020,59,0.6,A model and her possessive boyfriend struggle through jealousy and possessiveness in a maturing relationship.
0020,371,0.55,"A wife’s secret love affair with a photographer tests her devotion in a nuanced, bittersweet romance."
0020,283,0.5,A matchmaker’s own love life stalls until she confronts the mundane truth of long-term commitment.
0021,100,1.0,"Fargo – Small-town cops navigate conflicting witness stories and bungled crimes in a bleak, messy Midwest investigation"
0021,124,0.95,"Lone Star – Off-duty sheriffs uncover buried secrets in a Texas town, revealing a layered, unresolved mystery"
0021,1267,0.92,Clockers – Two rookie detectives chase street killings amid neighborhood gossip and personal missteps
0021,327,0.9,Cop Land – Small-town sheriff and colleagues stumble through corruption and flawed human errors
0021,320,0.88,Paradise Lost: The Child Murders at Robin Hood Hills – Documentary delves into contradictory accounts in a real-life case
0021,1226,0.86,Night Falls on Manhattan – Young prosecutor untangles police corruption and cover-ups in a gritty New York trial
0021,332,0.84,Kiss the Girls – Forensic psychologist pieces together chaotic Atlanta abductions from clashing witness accounts
0021,282,0.82,A Time to Kill – Grave miscarriage of justice in a small town sparks a divided community and messy courtroom drama
0021,696,0.8,"City Hall – Deputy mayor probes cop killings in New York’s political underbelly, uncovering tangled motives"
0021,273,0.78,"Heat – Plainclothes detective pursues a master thief through LA’s chaotic streets, blurring truth and loyalty"
0022,1429,1.0,A single missed train shows two radically different lives for Helen.
0022,1505,0.92,"Two women lead parallel lives, each unaware yet linked by a shared fate."
0022,496,0.88,A guardian angel shows George the life that would have been without him.
0022,1127,0.85,"Truman discovers his whole life is a constructed reality, challenging his destiny."
0022,202,0.8,One repeated day lets Phil explore countless consequences of small choices.
0022,204,0.78,Marty’s time-travel sparks a butterfly-effect that alters his family’s future.
0022,955,0.75,Jesse’s choice to disembark changes everything when he meets Céline on a train.
0022,88,0.72,A chance radio call across states creates a life-changing connection for two strangers.
0022,66,0.7,"A mistaken rescue of a stranger alters Lucy’s life in unexpected, heartwarming ways."
0022,204,0.68,Marty’s small choice to help his parents impacts his entire future trajectory.
0023,56,1.0,"Pulp Fiction is famously told out of chronological order, weaving interlinked vignettes into a nonlinear puzzle."
0023,12,0.95,The Usual Suspects unfolds through unreliable flashbacks and a twist that reshapes the entire narrative.
0023,156,0.9,Reservoir Dogs uses a fractured timeline to reveal motivations and piece together the real heist story.
0023,324,0.88,"Lost Highway’s reality-bending structure loops and fractures time, making you question what’s real."
0023,333,0.85,The Game toys with reality and chronology as a staged conspiracy that you must decode alongside the protagonist.
0023,1682,0.83,"Sliding Doors shows parallel timelines split by a single moment, inviting you to compare and piece both arcs."
0023,134,0.8,Citizen Kane uses disordered flashbacks from multiple perspectives to assemble the true story of Charles Kane.
0023,7,0.78,"Twelve Monkeys jumps through time in a mind-bending loop, scattering clues that you must assemble into its mystery."
0023,39,0.75,Strange Days splices found memories and fractured recollections into a dark puzzle of perception and reality.
0023,202,0.72,"Groundhog Day loops the same day repeatedly, letting you piece together subtle changes in chronology."
0024,135,1.0,2001: A Space Odyssey uses spectacular compositions and color to tell its cosmic story with hardly any dialogue.
0024,89,0.95,Blade Runner’s neon-drenched cityscapes and precise framing mirror characters’ inner turmoil in lieu of exposition.
0024,665,0.9,"Koyaanisqatsi is pure visual poetry, using composition and timelapse to convey themes without traditional dialogue."
0024,512,0.88,Wings of Desire relies on poetic framing and light to show the city and angels’ emotions rather than spoken words.
0024,640,0.85,"The Cook, the Thief, His Wife & Her Lover employs bold color-coded sets and choreography to express power and desire visually."
0024,704,0.83,"Paris, Texas paints emotional states through vast desert landscapes and light, speaking volumes with minimal dialogue."
0024,60,0.8,Three Colors: Blue immerses in a world of sorrow through a blue–washed palette and visual motifs over explicit speech.
0024,59,0.78,Three Colors: Red uses saturated red environments and precise compositions to reflect characters’ emotional bonds.
0024,61,0.76,Three Colors: White captures its bittersweet tone with washed–out whites and stark framing to mirror inner conflicts.
0024,1611,0.74,"Stalker’s hauntingly composed, desaturated landscapes visualize existential dread and desire in place of dialogue."
0025,175,1.0,Brazil skewers faceless bureaucracy and cubicle hell with Kafkaesque absurdity and soul-crushing office routine
0025,81,0.95,"The Hudsucker Proxy lampoons corporate boardroom fads, hollow jargon, and mindless cubicle life with deadpan absurdity"
0025,160,0.93,"Glengarry Glen Ross exposes the brutal, jargon-filled world of sales offices where petty power plays crush the soul"
0025,1044,0.9,"The Paper satirizes newsroom politics, endless memos and acrid office backstabbing under fluorescent lights"
0025,42,0.88,"Clerks captures the drab desperation of retail cubicles, pointless procedures and the grind of dead-end work"
0025,481,0.85,"The Apartment skewers 1960s corporate ladder-climbing, soul-draining transfers and exploitative office politics"
0025,43,0.82,"Disclosure sends you into suffocating cubicle drama of corporate mergers, empty tech jargon and toxic power struggles"
0025,38,0.8,The Net portrays a lone analyst trapped in inscrutable office systems and the madness of a digital corporate maze
0025,55,0.78,"The Professional explores publishing house politics, endless red tape and the absurd routines of editorial cubicles"
0025,414,0.75,"My Man Godfrey is a Depression-era screwball take on elite corporate worlds, idle executives and cruel workplace absurdity"
0026,202,1.0,"Selfish weatherman relives the same day, gradually learning empathy and opening his heart to others"
0026,64,0.95,"Brooding inmate befriends a fellow prisoner, discovering hope and reclaiming his humanity"
0026,552,0.9,"Convicted ex-con Valjean sheds bitterness by caring for others, finding redemption through kindness"
0026,633,0.85,Miserly recluse Scrooge is forced to confront his cruelty and embraces compassion and community
0026,23,0.8,"Isolated loner Travis Bickle battles his own demons, finding purpose when he connects with the vulnerable"
0026,9,0.75,"Condemned inmate forms a deep bond with his spiritual advisor, rediscovering his conscience and grace"
0026,272,0.7,"Guarded genius Will Hunting breaks down walls in therapy, learning to trust and value himself"
0026,588,0.65,Cursed prince begins as a savage recluse but learns kindness and love through his bond with Belle
0026,496,0.6,"Despondent architect George Bailey sees the impact of his life, rediscovering purpose and love for his community"
0026,215,0.55,"Reclusive farmer hears a mysterious call to build a ballfield, reconnecting him with family and hope"
0027,12,1.0,Ingenious con thriller with a final twist that rewatches like a puzzle—every clue laid bare from the start.
0027,56,0.95,"Nonlinear crime saga whose interwoven chapters click into place when rewatched, revealing hidden connections."
0027,654,0.93,Pulled-no-punches noir detective tale with layered clues and shocking revelations in each twisty turn.
0027,302,0.91,"Complex 1950s LAPD web of corruption and scandal, every thread ties back in a tightly constructed finale."
0027,11,0.89,"Methodical hunt for a serial killer built on sevens, each step logically unfolding into a grim, cohesive whole."
0027,7,0.88,Time-travel mind-bender where every looping detail falls perfectly into place on repeat viewings.
0027,194,0.87,"Classic caper masterpiece—every con and double-cross clicks in a seamless, satisfying finale."
0027,134,0.85,"A layered mystery told through interviews and flashbacks, building to a revelation that reframes the entire story."
0027,199,0.83,Wartime psychological thriller with interconnected motives and a climax that ties all moral quandaries together.
0027,129,0.82,Taut noir heist featuring meticulous planning and a payoff that proves every setup was deliberately placed.
0028,432,1.0,"Fantasia is a series of animated musical vignettes driven entirely by music, with emotions and visuals flowing like a symphony."
0028,56,0.95,"Pulp Fiction's non-linear structure and music-driven cuts feel like a jazz composition, with story and rhythm inseparable."
0028,469,0.9,"Short Cuts weaves interlocking stories in a mosaic pattern, creating a cinematic fugue where emotion dictates the pace."
0028,3,0.88,"Four Rooms presents four wildly contrasting tales, colliding like a chaotic jazz session with shifting tempos and moods."
0028,214,0.85,Pink Floyd - The Wall is a visual rock opera; its narrative ebbs and flows to the album's sonic heartbeat.
0028,186,0.83,The Blues Brothers is a brassy road musical where blues and soul performances propel the story with toe-tapping rhythm.
0028,60,0.8,"Three Colors: Blue is a slow, elegiac film where the melancholy mood directs the pacing, like a mournful orchestral adagio."
0028,170,0.78,"Cinema Paradiso unfolds like a nostalgic serenade, each long take and swell of music guiding the drifting story."
0028,191,0.75,"Amadeus is structured like a Mozart concerto, rising and falling with emotional coloration more than plot."
0028,955,0.72,"Before Sunrise is a lyrical, unhurried nocturne of wandering conversation, a gentle acoustic ballad on film."
0029,160,0.95,"Desperate real-estate salesmen face a cutthroat sales contest, exposing moral compromises and toxic hustle culture."
0029,77,0.93,"Mitch McDeere joins a high-stakes law firm and discovers moral rot beneath its lucrative veneer, corporate system villain."
0029,58,0.9,"1950s TV quiz show rigging unravels as contestants betray ethics for fame, exposing rot in the entertainment machine."
0029,81,0.88,"Mailroom recruit becomes pawn in a corporate boardroom game, skewering ambition-driven corporations and power grabs."
0029,43,0.86,"Executive navigating a ruthless merger faces brutal power plays, showing how corporate culture demands moral sacrifice."
0029,715,0.84,"Star TV journalist commits murder for the perfect story, a dark satire on media ambition and moral downfall."
0029,237,0.82,"Sports agent’s relentless hustle for top clients leads to shocking concessions, revealing the darker side of ambition."
0029,342,0.8,Aspiring Hollywood producer learns that backstabbing and self-interest fuel the showbiz hustle behind every greenlight.
0029,693,0.78,"Casino empire built on graft and human ruin, a vivid portrait of greed and moral decay in capitalist hustles."
0029,134,0.76,Newspaper tycoon’s rise and fall spotlights the corrupting influence of ambition and media power on personal integrity.
0030,267,1.0,Martin Harris wakes up with no memory and must retrieve his briefcase before chaos ensues.
0030,761,0.95,A father’s child is kidnapped and he’s given one hour to kill or watch her die—pure ticking-clock suspense.
0030,568,0.9,"A bus must stay above 50 mph or explode, trapping passengers in nonstop adrenaline."
0030,295,0.9,A husband’s wife vanishes on a roadside; he races against time and danger to rescue her.
0030,576,0.85,A climber must survive a mountain full of danger and betrayal—simple survival stakes.
0030,636,0.85,"In a future Manhattan-turned-prison, one man must escape to save the President—high-stakes confinement."
0030,331,0.8,Plane crash leaves two men stranded in Alaskan wilderness with one goal: stay alive.
0030,38,0.75,A systems analyst is erased from the grid and must fight to reclaim her identity.
0030,202,0.7,A weatherman relives the same day nonstop until he figures out how to break the cycle.
0030,898,0.65,Post-apocalypse mailman races to deliver letters—and hope—across a shattered America.
0031,270,1.0,A lone inventor’s biotech process is stolen by corporate collaborators who erase his role in a slow‐burn betrayal
0031,566,0.92,"Outsider musician becomes vehicle for intertwined mob stories, deconstructing the myth of the lone creative hero"
0031,134,0.89,"A titan of media is revealed to be the product of countless helpers, undermining the myth of solitary genius"
0031,81,0.87,"Time‐traveling mailman’s gadget is built on many unseen contributors, highlighting collective effort over single inventor"
0031,47,0.85,Documentary on Ed Wood shows how one ‘visionary’ director is propped up by an army of underpaid collaborators
0031,3,0.83,"Metafilm comedy shows a tyrant director feeding off townsfolk’s work, exposing the parasite behind the supposed auteur"
0031,58,0.81,"Quiz show producers orchestrate contestants’ success and then erase their role, a slow unmasking of collective vs singular fame"
0031,119,0.79,"Maya Lin’s monument relies on engineers, builders, and donors; her role as sole genius is steadily reframed as communal creation"
0031,1127,0.77,"Every detail of ‘Truman’ is scripted by a vast crew, peeling back the illusion of a lone, free‐willed protagonist"
0031,1346,0.75,"A tiny boy relies on his grandmother, strangers’ kindness, and communal bonds, questioning the lone hero narrative"
0032,90,0.95,Rivals forced to survive a killer on their turf reveal mutual respect through shared terror
0032,17,0.9,Two fugitives trapped in remote bar must cooperate against monstrous foes
